id,title,year,km,fuel,transmission,engine,price,url,photo_url
22568391,Hyundai ix35 1.7 CRDI Go •SLO•146.000KM•LED•NAVI•KAMERA•PRIKLOP,2015,146001 km,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",9.950 €,https://www.avto.net/Ads/details.asp?id=22568391,https://images.avto.net/photo/22568391/1064009_160.jpg
22568380,Opel Astra ST 1.6 CDTI WEBASTO|GR. SEDEŽEV|TEMPOMAT|1.LASTNI,2017,132850 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",7.590 €,https://www.avto.net/Ads/details.asp?id=22568380,https://images.avto.net/photo/22568380/1063735_160.jpg
22568332,Renault Captur Dy. Energy  1.5 dCi  Stop Start°101.000km°NAVI°SLO,2013,101274 km,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",8.990 €,https://www.avto.net/Ads/details.asp?id=22568332,https://images.avto.net/photo/22568332/1062617_160.jpg
22568306,Renault Captur dCi 90 Energy Authentique Start Stop,2015,176250 km,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",7.350 €,https://www.avto.net/Ads/details.asp?id=22568306,https://images.avto.net/photo/22568306/1062650_160.jpg
22568267,BMW serija 1: 116d Advantage KLIMA TEMPOMAT KUPLJEN V SLO,2016,172000 km,diesel motor,ročni menjalnik,"1496 ccm, 85 kW / 116 KM",7.200 €,https://www.avto.net/Ads/details.asp?id=22568267,https://images.avto.net/photo/22568267/1061530_160.jpg
22568254,Microcar M.GO PROGRESS-AM KATEGORIJA-KOT NOV-1.lastnik-servisna,2018,20000 km,diesel motor,avtomatski menjalnik,"498 ccm, 6 kW / 8 KM",7.699 €,https://www.avto.net/Ads/details.asp?id=22568254,https://images.avto.net/photo/22568254/1061486_160.jpg
22568231,Renault Captur dCi 90 Energy Expression.DIZEL.66 KW.125.000 KM,2017,125000 km,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",7.999 €,https://www.avto.net/Ads/details.asp?id=22568231,https://images.avto.net/photo/22568231/1060487_160.jpg
22568208,Volkswagen Polo 1.4 TDI BMT Comfort Edition,2017,83500 km,diesel motor,ročni menjalnik,"1422 ccm, 66 kW / 90 KM",8.200 €,https://www.avto.net/Ads/details.asp?id=22568208,https://images.avto.net/photo/22568208/1059677_160.jpg
22568199,Renault Grand Scenic Intens Energy dCi 130+FULL LED+NAVI+KAMERA+MENJAVA,2017,183900 km,diesel motor,ročni menjalnik,"1600 ccm, 96 kW / 131 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22568199,https://images.avto.net/photo/22568199/1059271_160.jpg
22568119,Volkswagen Golf Sportsvan 1.6 TDI BMT Comfortline,2016,143891 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",9.400 €,https://www.avto.net/Ads/details.asp?id=22568119,https://images.avto.net/photo/22568119/1057193_160.jpg
22567903,Opel Mokka 1.7 CDTI Enjoy. Automatic,2015,127000 km,diesel motor,avtomatski menjalnik,"1686 ccm, 96 kW / 131 KM",7.790 €,https://www.avto.net/Ads/details.asp?id=22567903,https://images.avto.net/photo/22567903/1053134_160.jpg
22567844,Renault Megane GRANDTOUR dCi 110 BUSINESS-SLO-1.LAST-SAMO 138TKM,2018,138900 km,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22567844,https://images.avto.net/photo/22567844/1049994_160.jpg
22567833,Volkswagen Golf Highline 2.0 TDI,2009,,diesel motor,ročni menjalnik,"1968 ccm, 81 kW / 110 KM",7.500 €,https://www.avto.net/Ads/details.asp?id=22567833,https://images.avto.net/photo/22567833/1050284_160.jpg
22567830,Citroën C4 SpaceTourer Live BlueHDi 130 AUTOMATIC...,2020,138152 km,diesel motor,avtomatski menjalnik,"1499 ccm, 96 kW / 131 KM",9.580 €,https://www.avto.net/Ads/details.asp?id=22567830,https://images.avto.net/photo/22567830/1049858_160.jpg
22567787,Ford Mondeo 2.0 TDCi 2.LASTNIK NAVI KAMERA ALU BREZ POLOGA,2018,185000 km,diesel motor,ročni menjalnik,"1996 ccm, 110 kW / 150 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22567787,https://images.avto.net/photo/22567787/1048809_160.jpg
22567777,Fiat Doblo 1.6.MULTIJET,2019,105310 km,diesel motor,ročni menjalnik,"1598 ccm, 88 kW / 120 KM",9.750 €,https://www.avto.net/Ads/details.asp?id=22567777,https://images.avto.net/photo/22567777/1049158_160.jpg
22567731,Opel Zafira Tourer 2.0 CDTi,2016,110378 km,diesel motor,ročni menjalnik,"1956 ccm, 96 kW / 131 KM",9.390 €,https://www.avto.net/Ads/details.asp?id=22567731,https://images.avto.net/photo/22567731/1047703_160.jpg
22567683,Mazda CX-5 CD150 AWD Attraction,2015,,diesel motor,ročni menjalnik,"2191 ccm, 110 kW / 150 KM",9.000 €,https://www.avto.net/Ads/details.asp?id=22567683,https://images.avto.net/photo/22567683/1048147_160.jpg
22567643,Peugeot 208 1.6 e-HDi Active,2013,146000 km,diesel motor,ročni menjalnik,"1560 ccm, 68 kW / 92 KM",5.400 €,https://www.avto.net/Ads/details.asp?id=22567643,https://images.avto.net/photo/22567643/1046056_160.jpg
22567582,Renault Megane Berline dCi 95 Expression,2014,142089 km,diesel motor,ročni menjalnik,"1461 ccm, 70 kW / 95 KM",5.200 €,https://www.avto.net/Ads/details.asp?id=22567582,https://images.avto.net/photo/22567582/1046281_160.jpg
22567577,Renault Grand Scenic DYNAMIQUE dCi130 NAVIGACIJA-ALU PLATIŠČA-SLOVENSKI,2014,99892 km,diesel motor,ročni menjalnik,"1598 ccm, 96 kW / 131 KM",5.999 €,https://www.avto.net/Ads/details.asp?id=22567577,https://images.avto.net/photo/22567577/1045097_160.jpg
22567566,Citroën Berlingo 1.6HDi SHINE MODEL 2018 1.LASTNIK KUPLJEN SLO TOP,2017,116760 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",9.490 €,https://www.avto.net/Ads/details.asp?id=22567566,https://images.avto.net/photo/22567566/1046282_160.jpg
22567540,Opel Astra 1.6 CDTI 81KW-LE84.767KM-NAVI-LED-PDC-6.PRESTAV,2019,84767 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",8.990 €,https://www.avto.net/Ads/details.asp?id=22567540,https://images.avto.net/photo/22567540/1044277_160.jpg
22567474,Peugeot 308 1.6 BlueHDi Active,2016,125000 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",6.100 €,https://www.avto.net/Ads/details.asp?id=22567474,https://images.avto.net/photo/22567474/1043997_160.jpg
22567456,Volkswagen Golf Plus 1.6 TDI DPF Comfortline 77  105,2012,194900 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",5.200 €,https://www.avto.net/Ads/details.asp?id=22567456,https://images.avto.net/photo/22567456/1042974_160.jpg
22567414,Land Rover Defender 110 TDi Station Wagon,1997,,diesel motor,ročni menjalnik,"2495 ccm, 83 kW / 113 KM",9.000 €,https://www.avto.net/Ads/details.asp?id=22567414,https://images.avto.net/photo/22567414/1042448_160.jpg
22567385,Citroën C3 Picasso 1.6 BlueHDi Attraction,2016,163000 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",5.200 €,https://www.avto.net/Ads/details.asp?id=22567385,https://images.avto.net/photo/22567385/1042498_160.jpg
22567380,Toyota RAV4 2.2 D-4D 4WD 4X4 GRETJE SEDEŽEV-ALU-SLOVENSKA,2007,168062 km,diesel motor,ročni menjalnik,"2231 ccm, 100 kW / 136 KM",6.950 €,https://www.avto.net/Ads/details.asp?id=22567380,https://images.avto.net/photo/22567380/1042066_160.jpg
22560830,Volkswagen Golf Variant 1.6 TDI DSG-R-LINE-SLO.-POREK-LED-PANOR-NAVIG-PDC,2015,176523 km,diesel motor,avtomatski menjalnik,"1598 ccm, 77 kW / 105 KM",7.990 €,https://www.avto.net/Ads/details.asp?id=22560830,https://images.avto.net/photo/22560830/1046633_160.jpg
22567219,Kia Sportage 1.7 CRDi LED-PDC-KLIMA-ODLIČEN-BREZ POLOGA,2014,153000 km,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",8.190 €,https://www.avto.net/Ads/details.asp?id=22567219,https://images.avto.net/photo/22567219/1039011_160.jpg
22567165,Mercedes-Benz C-Razred C 220 CDI T Avantgarde,2009,135000 km,diesel motor,ročni menjalnik,"2148 ccm, 125 kW / 170 KM",7.700 €,https://www.avto.net/Ads/details.asp?id=22567165,https://images.avto.net/photo/22567165/1038862_160.jpg
22567160,Ford Tourneo Courier 1.5 TDCI 2X DRSNA-KLIMA-OD 93-139000KM-VEC VOZIL,2020,134000 km,diesel motor,ročni menjalnik,"1499 ccm, 55 kW / 75 KM",7.980 €,https://www.avto.net/Ads/details.asp?id=22567160,https://images.avto.net/photo/22567160/1038729_160.jpg
22567083,Mercedes-Benz B-Razred B 180 CDI,2014,141000 km,diesel motor,ročni menjalnik,"1461 ccm, 80 kW / 109 KM",7.990 €,https://www.avto.net/Ads/details.asp?id=22567083,https://images.avto.net/photo/22567083/1037371_160.jpg
22567066,Škoda Rapid 1.6 TDI 77 kW Elegance,2014,200000 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",6.500 €,https://www.avto.net/Ads/details.asp?id=22567066,https://images.avto.net/photo/22567066/1036460_160.jpg
22566974,Renault Clio 1.5 DCI-NAVI-TEMPOMAT-LEANPAY,2016,95000 km,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",6.490 €,https://www.avto.net/Ads/details.asp?id=22566974,https://images.avto.net/photo/22566974/1035659_160.jpg
22566840,Volkswagen Golf TDI BREZ POLOGA-SLO-1.lastnik-LEANPAY,2016,169000 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",8.480 €,https://www.avto.net/Ads/details.asp?id=22566840,https://images.avto.net/photo/22566840/1031594_160.jpg
22566732,Renault Captur dCi 110 Energy Iconic•Slovensko vozilo•1.Lastnik•,2017,113840 km,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22566732,https://images.avto.net/photo/22566732/1029089_160.jpg
22566667,Volkswagen Golf 1.6 TDI 105ks. NAKUP SAMO Z OSEBNO,2012,161231 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",7.000 €,https://www.avto.net/Ads/details.asp?id=22566667,https://images.avto.net/photo/22566667/1026954_160.jpg
22566635,BMW serija 2 Active Tourer: 216d-LED-PANORAMA-PDC-TEMPOMAT-VELCNA KLJUKA,2015,150000 km,diesel motor,ročni menjalnik,"1496 ccm, 85 kW / 116 KM",8.490 €,https://www.avto.net/Ads/details.asp?id=22566635,https://images.avto.net/photo/22566635/1026207_160.jpg
22566615,Peugeot 5008 ACTIVE 1.6 HDI KREDIT BREZ POLOGA ODLIČNO OHRANJ,2016,196043 km,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",6.880 €,https://www.avto.net/Ads/details.asp?id=22566615,https://images.avto.net/photo/22566615/1025287_160.jpg
22566525,Renault Talisman dCi 160 Initiale Paris+USNJE+MASAŽA+R.KAMERA,2016,139885 km,diesel motor,ročni menjalnik,"1598 ccm, 118 kW / 160 KM",9.995 €,https://www.avto.net/Ads/details.asp?id=22566525,https://images.avto.net/photo/22566525/1086091_160.jpg
22566346,BMW serija 3 Touring: 318d|NAVI|Gretje sedezev|Ohranjen,2015,150000 km,diesel motor,ročni menjalnik,"1998 ccm, 105 kW / 143 KM",8.999 €,https://www.avto.net/Ads/details.asp?id=22566346,https://images.avto.net/photo/22566346/1075604_160.jpg
22566309,Volkswagen Passat Variant 2.0 TDI BMT Comfortline,2015,,diesel motor,ročni menjalnik,"1968 ccm, 110 kW / 150 KM",9.000 €,https://www.avto.net/Ads/details.asp?id=22566309,https://images.avto.net/photo/22566309/1072608_160.jpg
22566265,Opel Astra Sports Tourer 1.5 D Wagon Elegance,2021,110000 km,diesel motor,ročni menjalnik,"1496 ccm, 90 kW / 122 KM",9.500 €,https://www.avto.net/Ads/details.asp?id=22566265,https://images.avto.net/photo/22566265/1071242_160.jpg
22514490,Kia Sportage 2WD 1.7 CRDI NAVIG-LED-KAMERA-PDC-LANE-LEASING,2016,194987 km,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22514490,https://images.avto.net/photo/22514490/1052770_160.jpg
22566211,BMW serija 3 Coupe: 320 Xdrive |AUT|LED|BIXENON|PDC|TEMP |LEANPAY |,2011,199200 km,diesel motor,avtomatski menjalnik,"1998 ccm, 135 kW / 184 KM",6.999 €,https://www.avto.net/Ads/details.asp?id=22566211,https://images.avto.net/photo/22566211/1068039_160.jpg
22566186,Opel Insignia 2.0 CDTI 125KW  SLO  SAMO 135000KM  LED...,2017,135000 km,diesel motor,ročni menjalnik,"1956 ccm, 125 kW / 170 KM",6.990 €,https://www.avto.net/Ads/details.asp?id=22566186,https://images.avto.net/photo/22566186/1066838_160.jpg
22566166,Renault Scenic Scénic dCi 95 Limited  SLO...,2016,190000 km,diesel motor,ročni menjalnik,"1461 ccm, 70 kW / 95 KM",5.700 €,https://www.avto.net/Ads/details.asp?id=22566166,https://images.avto.net/photo/22566166/1066036_160.jpg
22566118,Honda Accord Tourer 2.2i DTEC,2012,187000 km,diesel motor,ročni menjalnik,"2199 ccm, 110 kW / 150 KM",8.880 €,https://www.avto.net/Ads/details.asp?id=22566118,https://images.avto.net/photo/22566118/1065350_160.jpg
22566066,Volkswagen Golf Variant 1.6 TDI AVTOMATSKA KLIMA•GRETJE SEDEŽEV•TEL•ALU,2013,178600 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",6.650 €,https://www.avto.net/Ads/details.asp?id=22566066,https://images.avto.net/photo/22566066/1062594_160.jpg
22566048,Peugeot 5008 1.6 BlueHDi Active,2016,118400 km,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",6.900 €,https://www.avto.net/Ads/details.asp?id=22566048,https://images.avto.net/photo/22566048/1063118_160.jpg
22566022,Ford Mondeo 2.0 TDCi 132 kW Powershift Titanium,2016,199863 km,diesel motor,avtomatski menjalnik,"1996 ccm, 132 kW / 179 KM",9.888 €,https://www.avto.net/Ads/details.asp?id=22566022,https://images.avto.net/photo/22566022/1061277_160.jpg
22566011,BMW serija X1: X1 xDrive23d M Sport paket,2012,159954 km,diesel motor,avtomatski menjalnik,"1995 ccm, 150 kW / 204 KM",8.480 €,https://www.avto.net/Ads/details.asp?id=22566011,https://images.avto.net/photo/22566011/1061017_160.jpg
22565965,Citroën C4 SpaceTourer C4 Spacetourer HDi 130-151.000KM-2.LASTNIK-NAVI,2019,151000 km,diesel motor,ročni menjalnik,"1499 ccm, 96 kW / 131 KM",8.490 €,https://www.avto.net/Ads/details.asp?id=22565965,https://images.avto.net/photo/22565965/1059525_160.jpg
21958912,Peugeot 2008 1.6 Blue HDi Stop Start ALLURE KREDIT BREZ POLOGA,2018,186214 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",8.990 €,https://www.avto.net/Ads/details.asp?id=21958912,https://images.avto.net/photo/21958912/1048645_160.jpg
22565907,Hyundai ix20 1.4 CRDI COMFORT SAMO 118450 KM,2016,118450 km,diesel motor,ročni menjalnik,"1396 ccm, 66 kW / 90 KM",8.550 €,https://www.avto.net/Ads/details.asp?id=22565907,https://images.avto.net/photo/22565907/1058198_160.jpg
22565880,Audi A3 1.6 TDI-NAVI-XENON+LED-LIZING ZA TUJCE-ODLIČEN-,2017,196000 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",9.850 €,https://www.avto.net/Ads/details.asp?id=22565880,https://images.avto.net/photo/22565880/1057511_160.jpg
22565875,Renault Clio dCi 75-NAVI-KAMERA-TEMPOMAT-PARK SENZORJI,2019,70252 km,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",8.490 €,https://www.avto.net/Ads/details.asp?id=22565875,https://images.avto.net/photo/22565875/1058044_160.jpg
22565800,Renault Clio Clio dCi 75 Limited-KOT NOV. servisna.1.lastnik,2018,72100 km,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",7.700 €,https://www.avto.net/Ads/details.asp?id=22565800,https://images.avto.net/photo/22565800/1056863_160.jpg
22565675,Seat Altea 1.6 TDI CR iTECH Ecomotive,2015,58000 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",8.200 €,https://www.avto.net/Ads/details.asp?id=22565675,https://images.avto.net/photo/22565675/1053816_160.jpg
22565657,Toyota Verso 2.0 D4-D Sol 7 sedežev REDNO SERVISIRAN...,2011,184535 km,diesel motor,ročni menjalnik,"1998 ccm, 93 kW / 126 KM",7.990 €,https://www.avto.net/Ads/details.asp?id=22565657,https://images.avto.net/photo/22565657/1053636_160.jpg
22565624,Peugeot 3008 1.6 e-HDI 120 STYLE-NAVI-KAMERA-2xPDC-ALU-LED-,2016,166987 km,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",7.390 €,https://www.avto.net/Ads/details.asp?id=22565624,https://images.avto.net/photo/22565624/1053616_160.jpg
22565590,Citroën C4 Picasso 1.6 BlueHDi  Exclusive,2016,178000 km,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",8.790 €,https://www.avto.net/Ads/details.asp?id=22565590,https://images.avto.net/photo/22565590/1052343_160.jpg
22565533,Ligier JS,2017,37561 km,diesel motor,avtomatski menjalnik,"480 ccm, 4 kW / 5 KM",5.800 €,https://www.avto.net/Ads/details.asp?id=22565533,https://images.avto.net/photo/22565533/1051629_160.jpg
22565510,Škoda Rapid 1.4 TDI Family,2017,185000 km,diesel motor,ročni menjalnik,"1422 ccm, 66 kW / 90 KM",7.200 €,https://www.avto.net/Ads/details.asp?id=22565510,https://images.avto.net/photo/22565510/1051129_160.jpg
22565496,Peugeot 2008,2015,160000 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",6.500 €,https://www.avto.net/Ads/details.asp?id=22565496,https://images.avto.net/photo/22565496/1081420_160.jpg
22565472,Citroën C4 Cactus 1.6 BlueHDi S S Shine,2014,149000 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",6.790 €,https://www.avto.net/Ads/details.asp?id=22565472,https://images.avto.net/photo/22565472/1050515_160.jpg
22565408,Opel Astra 1.6 CDTI 81KW ECOTEC S S INNOVATION ST,2017,200000 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",7.850 €,https://www.avto.net/Ads/details.asp?id=22565408,https://images.avto.net/photo/22565408/1048243_160.jpg
22565389,Ssangyong XLV 4x4 turbo d,2017,186700 km,diesel motor,ročni menjalnik,"1600 ccm, 95 kW / 129 KM",6.200 €,https://www.avto.net/Ads/details.asp?id=22565389,https://images.avto.net/photo/22565389/1048080_160.jpg
22565294,Peugeot 308 SW 1.5 BlueHDi 130 S S -HITRI KREDIT-1.LASTNIK-,2021,154000 km,diesel motor,ročni menjalnik,"1499 ccm, 96 kW / 131 KM",9.390 €,https://www.avto.net/Ads/details.asp?id=22565294,https://images.avto.net/photo/22565294/1046294_160.jpg
22565279,Volkswagen Touran 1.6 TDI BMT Comfortline,2015,190000 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",9.000 €,https://www.avto.net/Ads/details.asp?id=22565279,https://images.avto.net/photo/22565279/1031690_160.jpg
22565256,Peugeot 208 1.6 BlueHDi STYLE navi dnevni led pdc,2018,104898 km,diesel motor,ročni menjalnik,"1560 ccm, 55 kW / 75 KM",7.450 €,https://www.avto.net/Ads/details.asp?id=22565256,https://images.avto.net/photo/22565256/1045676_160.jpg
22565243,Renault Clio 1.5 DCI NAVIGACIJA-TEMPOMAT-MULTIFUNKCIJA,2015,149983 km,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",6.490 €,https://www.avto.net/Ads/details.asp?id=22565243,https://images.avto.net/photo/22565243/1045322_160.jpg
22565227,Citroën C4 SpaceTourer 1.5 BlueHDi LED-KLIMA-ODLIČEN-BREZ POLOGA...,2019,120122 km,diesel motor,ročni menjalnik,"1499 ccm, 96 kW / 131 KM",8.999 €,https://www.avto.net/Ads/details.asp?id=22565227,https://images.avto.net/photo/22565227/1045055_160.jpg
22565223,Toyota Land Cruiser 3.0 GX TD,1999,125000 km,diesel motor,ročni menjalnik,"2982 ccm, 92 kW / 125 KM",5.750 €,https://www.avto.net/Ads/details.asp?id=22565223,https://images.avto.net/photo/22565223/1045242_160.jpg
22229193,Renault Captur Dynamique Energy dCi 90,2017,120941 km,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",9.570 €,https://www.avto.net/Ads/details.asp?id=22229193,https://images.avto.net/photo/22229193/1064125_160.jpg
22565201,Volkswagen Polo 1.6 TDI - CrossPolo - NAVI - PDC - GRETJE SEDEŽI,2012,150000 km,diesel motor,ročni menjalnik,"1598 ccm, 66 kW / 90 KM",6.250 €,https://www.avto.net/Ads/details.asp?id=22565201,https://images.avto.net/photo/22565201/1044657_160.jpg
22565003,Opel Mokka 1.7 CDTI,2015,185000 km,diesel motor,avtomatski menjalnik,"1686 ccm, 96 kW / 131 KM",8.500 €,https://www.avto.net/Ads/details.asp?id=22565003,https://images.avto.net/photo/22565003/1042461_160.jpg
21684002,Opel Astra 1.6 CDTI 81KW ECOFLEX DYNAMIC ST-2XPDC-AVT.KLIMA-,2018,179889 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",5.880 €,https://www.avto.net/Ads/details.asp?id=21684002,https://images.avto.net/photo/21684002/1050139_160.jpg
22564940,Opel Grandland X 1.6 CDTi NAVI.BLUETOOTH.LINE ASSIST.PARK SENZORJI.,2018,156000 km,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",9.999 €,https://www.avto.net/Ads/details.asp?id=22564940,https://images.avto.net/photo/22564940/1041589_160.jpg
22564911,Honda Civic Tourer 1.6 DTEC Executive,2014,198976 km,diesel motor,ročni menjalnik,"1597 ccm, 88 kW / 120 KM",7.900 €,https://www.avto.net/Ads/details.asp?id=22564911,https://images.avto.net/photo/22564911/1041757_160.jpg
